Facility,TRIF ID,Latitude,Longitude,total_releases_on-off-site_lbs
"VALVOLINE.8450 WILLOW SPRINGS RD, WILLOW SPRINGS ILLINOIS 60480 (COOK)",60408VLVLN8450S,41.742,-87.88,NA
"US LUBRICANTS BLENDING PLANT.422 S WASHINGTON ST, KIMBERLY WISCONSIN 54136 (OUTAGAMIE)",54136SLCNC422SW,44.266,-88.326,NA
"US LUBRICANT OIL.4000 E WASHINGTON BLVD, COMMERCE CALIFORNIA 90023 (LOS ANGELES)",90023WTCCR4000E,34.011,-118.191,NA
"TROCO OIL CO.516 S 25TH W AVE, TULSA OKLAHOMA 74127 (TULSA)",7410WTRCLC516SU,36.152,-96.02,NA
"TOTAL SPECIALTIES USA INC.5 N STILES ST, LINDEN NEW JERSEY 07036 (UNION)",07036LFLBR5NSTI,40.626,-74.257,NA
"TEXAS REFINERY CORP.500 AIRPORT DR, MANSFIELD TEXAS 76063 (TARRANT)",76063TXSRF5AIRP,32.551,-97.145,NA
"SHELL OIL PRODUCTS US RIVER ROUGE PLANT.245 MARION AVE, RIVER ROUGE MICHIGAN 48218 (WAYNE)",48218TXCLB245MA,42.275,-83.121,NA
"ROYAL MANUFACTURING CO INC.9998 DOERR LN, SCHERTZ TEXAS 78154 (COMAL)",78154WRGHT9998D,29.602,-98.288,NA
"PROCHEMCO INC.2319 RIPLEY ST, LAKE STATION INDIANA 46405 (LAKE)",46405PRCHM2319R,41.576,-87.24,NA
"PETRO STAR INC NORTH POLE REFINERY.1200 H & H LN, NORTH POLE ALASKA 99705 (FAIRBANKS NORTH STAR BORO)",99705PTRST1200H,64.735,-147.347,NA
"PERKINS PRODUCTS INC.7025 W 66TH PL, BEDFORD PARK ILLINOIS 60638 (COOK)",60134PRKNS7025W,41.771,-87.797,NA
"PENNZOIL-QUAKER STATE CO DBA SOPUS PRODUCTS-PORTLAND.440 N COLUMBIA BLVD, PORTLAND OREGON 97217 (MULTNOMAH)",97217PNNZL440NC,45.583,-122.67,NA
"LUCAS OIL PRODUCTS INC.3199 HARRISON WAY NW, CORYDON INDIANA 47112 (HARRISON)",4711WLCSLS3199H,38.249,-86.132,NA
"LUCAS OIL PRODUCTS INC.302 N SHERIDAN ST, CORONA CALIFORNIA 92880 (RIVERSIDE)",9288WLCSLX32NSH,33.884,-117.569,NA
"JD STREETT & CO.4067 PARK AVE, SAINT LOUIS MISSOURI 63110 (ST LOUIS (CITY))",63110JDSTR4067P,38.622,-90.249,NA
"GARDNER GIBSON ENNIS INC.2800 N OLD 75 HWY, ENNIS TEXAS 75119 (ELLIS)",75119THGBS2800N,32.354,-96.64,NA
"GAC TAMPA INC.4001 EAST 7TH AVENUE, TAMPA FLORIDA 33605 (HILLSBOROUGH)",33605GRDNR4001E,27.96,-82.413,NA
"GAC SEAFORD INC.25938 NANTICOKE ST, SEAFORD DELAWARE 19973 (SUSSEX)",19973GRDNR1100N,38.631,-75.622,NA
"GAC CHICAGO INC.4718 W. ROOSEVELT ROAD, CHICAGO ILLINOIS 60644 (COOK)",60650GRDNR4718R,41.866,-87.743,NA
"FUCHS LUBRICANTS CO HUNTINGTON.120 13TH ST W, HUNTINGTON WEST VIRGINIA 25704 (CABELL)",25704CNTRY12013,38.415,-82.479,NA
"FISKE BROTHERS REFINING CO.1500 OAKDALE AVE, TOLEDO OHIO 43605 (LUCAS)",43605FSKBR1500O,41.622,-83.509,NA
"EXXONMOBIL OLATHE GREASE PLANT.1400 S HARRISON, OLATHE KANSAS 66061 (JOHNSON)",66061STHWS1400S,38.863,-94.816,NA
"ETNA PRODUCTS INC.16824 PARK CIR DR, CHAGRIN FALLS OHIO 44023 (GEAUGA)",44022TNPRD16824,41.412,-81.346,NA
"DUQUOIN LUBRICANTS BLENDING & PACKAGING DIV.845 N HICKORY ST, DU QUOIN ILLINOIS 62832 (PERRY)",62832HCKSLMILLE,38.025,-89.243,NA
"COBITCO INC.5301 BANNOCK ST, DENVER COLORADO 80216 (ADAMS)",80216CBTCN5301N,39.792,-104.989,NA
"CITGO PETROLEUM CORP FORMERLY CATO OIL & GREASE CO.1808 NE 9TH ST, OKLAHOMA CITY OKLAHOMA 73117 (OKLAHOMA)",73117CTLGR915MA,35.477,-97.48,NA
"CHS INC LUBRICANTS PLANT.11600 COURTHO US E BLVD, INVER GROVE HEIGHTS MINNESOTA 55076 (DAKOTA)",55075CNXFR11600,44.781,-93.034,NA
"CHS INC KENTON LUBE PLANT.728 STEINER AVE, KENTON OHIO 43326 (HARDIN)",43326NVRSL728ST,40.638,-83.608,NA
"CHS INC.6300 FM 1541, AMARILLO TEXAS 79118 (RANDALL)",79105FRMLN6300S,35.139,-101.848,NA
"CENTRAL PETROLEUM CO.201 E LINCOLN ST, WALCOTT IOWA 52773 (SCOTT)",52773CNTRL201EA,41.586,-90.773,NA
"CASTROL INDUSTRIAL WARMINSTER.775 LOUIS DR, WARMINSTER PENNSYLVANIA 18974 (BUCKS)",18974CSTRL775LO,40.204,-75.082,NA
"BP LUBRICANTS USA INC.9300 PULASKI HWY, BALTIMORE MARYLAND 21220 (BALTIMORE)",21220DRYDN9300P,39.349,-76.46,NA
"BG PRODUCTS INC.701 S WICHITA, WICHITA KANSAS 67213 (SEDGWICK)",67213BGPRD701SW,37.678,-97.341,NA
"BG PRODUCTS EL DORADO MANUFACTURING FACILITY.2415 PIONEER DR, EL DORADO KANSAS 67042 (BUTLER)",6704WBGPRD2415P,37.832,-96.884,NA
"BEL-RAY CO LLC.1201 BOWMAN AVE, WALL NEW JERSEY 07727 (MONMOUTH)",07727BLRYCPOBOX,40.225,-74.136,NA
"BATTENFELD GREASE & OIL CORPN Y.1174 ERIE AVE, NORTH TONAWANDA NEW YORK 14120 (NIAGARA)",14120BTTNF1174E,43.051,-78.848,NA
"BATTENFELD AMERICAN INC.1575 CLINTON ST, BUFFALO NEW YORK 14206 (ERIE)",14206BTTNF1575C,42.872,-78.819,NA
"BALMAR LLC.616 W PONT DES MOUTON RD, LAFAYETTE LOUISIANA 70507 (LAFAYETTE PARISH)",70507LCNTRPONTD,30.275,-92.036,NA
"AXEL AMERICAS LLC.150 CRUTCHERROAD, ROSEDALE MISSISSIPPI 38769 (BOLIVAR)",38769JSCRS150CR,33.844,-90.955,NA
"ASPHALT PRODUCTS OIL CORP.5903 PARAMOUNT BLVD, LONG BEACH CALIFORNIA 90805 (LOS ANGELES)",90808SPHLT5903P,33.862,-118.16,NA
"AMALIE OIL CO.1601 MCCLOSKEY BLVD, TAMPA FLORIDA 33605 (HILLSBOROUGH)",33605PTRLM1601M,27.923,-82.443,NA
"ALLEGHENY PETROLEUM PRODUCTS CO.2301 DUSS AVE, AMBRIDGE PENNSYLVANIA 15003 (BEAVER)",15003LLGHN231DU,40.605,-80.226,NA
